rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
16720,1501+,Université Mouloud Mammeri de Tizi-Ouzou,10.4–18.3,16720,21.9,962,7.5,1798,6.3,1749,36.9,1770,44.9,802,master_account,0,/world-university-rankings/universite-mouloud-mammeri-de-tizi-ouzou,720059,Algeria,"41,107",18.1,0%,66 : 34,Université Mouloud Mammeri de Tizi-Ouzou,"Accounting & Finance,Mechanical & Aerospace Engineering,Communication & Media Studies,Architecture,Education,General Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Biological Sciences,Chemical Engineering,Mathematics & Statistics,Business & Management,Law,Geology, Environmental, Earth & Marine Sciences,Sociology,Civil Engineering,Economics & Econometrics,Medicine & Dentistry,Agriculture & Forestry,Geography,Computer Science,Chemistry,Politics & International Studies (incl Development Studies)",False,False,False
16730,1501+,Muroran Institute of Technology,10.4–18.3,16730,15.5,1651,11.0,1395,17.2,1490,42.7,707,34.1,1130,master_account,0,/world-university-rankings/muroran-institute-technology,609435,Japan,"3,397",20.3,6%,14 : 86,Muroran Institute of Technology Muroran IT Hokkaido Japan,"Electrical & Electronic Engineering,General Engineering,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",False,False,False
16740,1501+,Mustansiriyah University,10.4–18.3,16740,21.7,977,8.2,1760,18.2,1461,40.0,969,28.7,1320,master_account,0,/world-university-rankings/mustansiriyah-university,634671,Iraq,"33,105",7.1,1%,51 : 49,Mustansiriyah University,"History, Philosophy & Theology,Medicine & Dentistry,Electrical & Electronic Engineering,Chemistry,Economics & Econometrics,Communication & Media Studies,Civil Engineering,Other Health,Languages, Literature & Linguistics,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Psychology,Mechanical & Aerospace Engineering,Geography,Sociology,Sport Science,Physics & Astronomy,Education,General Engineering,Business & Management,Accounting & Finance,Law,Mathematics & Statistics,Biological Sciences,Geology, Environmental, Earth & Marine Sciences",False,False,False
16750,1501+,Universidad Nacional del Litoral,10.4–18.3,16750,13.5,1770,8.9,1662,14.6,1571,37.9,1329,27.9,1350,master_account,0,/world-university-rankings/universidad-nacional-del-litoral,624330,Argentina,"47,336",30.0,0%,60 : 40,Universidad Nacional del Litoral,"Communication & Media Studies,Business & Management,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Architecture,Other Health,Chemistry,History, Philosophy & Theology,Medicine & Dentistry,Languages, Literature & Linguistics,Geography,Accounting & Finance,Chemical Engineering,Law,Physics & Astronomy,Education,Veterinary Science,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,Sport Science,Computer Science,Geology, Environmental, Earth & Marine Sciences,Sociology,Agriculture & Forestry",False,False,False
16760,1501+,Universidad Nacional Mayor de San Marcos,10.4–18.3,16760,15.3,1666,10.4,1465,4.5,1772,36.9,1771,37.2,1037,master_account,0,/world-university-rankings/universidad-nacional-mayor-de-san-marcos,622884,Peru,"47,716",26.1,0%,71 : 29,Universidad Nacional Mayor de San Marcos,"Computer Science,Economics & Econometrics,Civil Engineering,Sport Science,Communication & Media Studies,Veterinary Science,Languages, Literature & Linguistics,Chemistry,Art, Performing Arts & Design,Chemical Engineering,Psychology,Medicine & Dentistry,Law,Mathematics & Statistics,Geography,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Business & Management,Electrical & Electronic Engineering,Physics & Astronomy,Mechanical & Aerospace Engineering,Archaeology,Sociology,Biological Sciences,Education,Accounting & Finance",False,False,False
16770,1501+,Nagoya Institute of Technology,10.4–18.3,16770,17.1,1473,19.6,760,7.5,1718,49.2,427,26.7,1397,master_account,0,/world-university-rankings/nagoya-institute-technology,589352,Japan,"5,774",16.3,5%,17 : 83,Nagoya Institute of Technology,"General Engineering,Chemical Engineering,Biological Sciences,Physics & Astronomy,Mechanical & Aerospace Engineering,Civil Engineering,Architecture,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Business & Management,Chemistry,Mathematics & Statistics,Sport Science,Computer Science",False,False,False
16780,1501+,Naresuan University,10.4–18.3,16780,15.7,1626,9.2,1621,13.3,1603,41.3,817,31.3,1223,master_account,0,/world-university-rankings/naresuan-university,625098,Thailand,"24,827",16.7,1%,66 : 34,Naresuan University,"Veterinary Science,Biological Sciences,Other Health,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Sport Science,Geography,Agriculture & Forestry,Communication & Media Studies,Medicine & Dentistry,Education,Art, Performing Arts & Design,Economics & Econometrics,Law,Archaeology,Computer Science,Civil Engineering,History, Philosophy & Theology,Accounting & Finance,Mathematics & Statistics,Chemistry,Languages, Literature & Linguistics,Chemical Engineering,Architecture,Mechanical & Aerospace Engineering,General Engineering,Physics & Astronomy,Sociology,Electrical & Electronic Engineering",False,False,False
16790,1501+,National Changhua University of Education,10.4–18.3,16790,21.2,1023,16.5,927,7.8,1714,39.3,1067,24.9,1470,master_account,0,/world-university-rankings/national-changhua-university-education,623853,Taiwan,"8,515",23.2,4%,49 : 51,National Changhua University of Education,"History, Philosophy & Theology,Chemistry,Psychology,Physics & Astronomy,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Art, Performing Arts & Design,Biological Sciences,Mathematics & Statistics,Education,Geography,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Computer Science",False,False,False
16800,1501+,National Chiayi University,10.4–18.3,16800,15.2,1673,13.1,1182,13.2,1606,64.0,240,19.5,1706,master_account,0,/world-university-rankings/national-chiayi-university,623193,Taiwan,"12,059",26.3,3%,49 : 51,National Chiayi University,"Chemistry,Economics & Econometrics,Business & Management,Physics & Astronomy,Accounting & Finance,Agriculture & Forestry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Mathematics & Statistics,General Engineering,Education,Civil Engineering,Electrical & Electronic Engineering,Veterinary Science,Computer Science,History, Philosophy & Theology,Biological Sciences",False,False,False
16810,1501+,National Chi Nan University,10.4–18.3,16810,18.3,1303,14.9,1033,7.3,1727,50.7,398,30.8,1241,master_account,0,/world-university-rankings/national-chi-nan-university,623856,Taiwan,"5,773",14.6,11%,54 : 46,National Chi Nan University,"Computer Science,Sociology,Civil Engineering,Accounting & Finance,General Engineering,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Economics & Econometrics,Electrical & Electronic Engineering,Chemical Engineering,Education,Business & Management,Chemistry,Psychology,History, Philosophy & Theology",False,False,False
16820,1501+,National University of Córdoba,10.4–18.3,16820,18.3,1304,10.2,1488,19.4,1430,37.4,1480,35.3,1083,master_account,0,/world-university-rankings/universidad-nacional-de-cordoba,131686,Argentina,"167,063",16.2,1%,64 : 36,National University of Córdoba,"Architecture,Law,Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Physics & Astronomy,Geography,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Agriculture & Forestry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Communication & Media Studies,Computer Science,Politics & International Studies (incl Development Studies),Chemistry,Education,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Other Health,Chemical Engineering,Economics & Econometrics,Sociology,General Engineering,Mechanical & Aerospace Engineering,Business & Management,Psychology",False,False,False
16830,1501+,National Formosa University,10.4–18.3,16830,14.3,1738,14.3,1086,6.5,1742,41.6,788,16.5,1780,master_account,0,/world-university-rankings/national-formosa-university,622911,Taiwan,"11,134",19.0,1%,22 : 78,National Formosa University,,False,False,False
16840,1501+,National Ilan University,10.4–18.3,16840,14.6,1722,13.3,1167,16.6,1514,42.0,753,32.5,1175,master_account,0,/world-university-rankings/national-ilan-university,623862,Taiwan,"5,476",23.0,2%,36 : 64,National Ilan University,"Computer Science,Mathematics & Statistics,Business & Management,Biological Sciences,Chemical Engineering,Electrical & Electronic Engineering,Architecture,Sport Science,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,General Engineering,Communication & Media Studies,Civil Engineering",False,False,False
16850,1501+,National University of Kaohsiung,10.4–18.3,16850,14.4,1728,15.3,1006,5.2,1761,41.6,789,27.8,1353,master_account,0,/world-university-rankings/national-university-kaohsiung,624549,Taiwan,"5,741",24.0,4%,41 : 59,National University of Kaohsiung,"Law,Other Health,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Architecture,Art, Performing Arts & Design,Chemistry,Computer Science,Biological Sciences,Economics & Econometrics,Physics & Astronomy,Mathematics & Statistics,Electrical & Electronic Engineering,Sport Science,Languages, Literature & Linguistics,Chemical Engineering",False,False,False
16860,1501+,National Kaohsiung University of Science and Technology,10.4–18.3,16860,15.7,1627,13.8,1120,15.0,1558,48.6,439,22.8,1581,master_account,0,/world-university-rankings/national-kaohsiung-university-science-and-technology,690697,Taiwan,"28,128",28.2,2%,36 : 64,National Kaohsiung University of Science and Technology,"Chemical Engineering,Civil Engineering,Languages, Literature & Linguistics,General Engineering,Law,Biological Sciences,Accounting & Finance,Business & Management,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Computer Science,Electrical & Electronic Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences",False,False,False
16870,1501+,National Taipei University,10.4–18.3,16870,18.5,1272,13.7,1126,14.2,1585,38.1,1283,28.5,1327,master_account,0,/world-university-rankings/national-taipei-university,957,Taiwan,"8,344",16.0,5%,54 : 46,National Taipei University,"Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Law,Economics & Econometrics,Languages, Literature & Linguistics,Sociology,Business & Management,Electrical & Electronic Engineering,Mathematics & Statistics,Accounting & Finance,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Computer Science",False,False,False
16880,1501+,National United University,10.4–18.3,16880,13.9,1755,13.1,1184,21.6,1389,39.4,1053,20.0,1689,master_account,0,/world-university-rankings/national-united-university,623196,Taiwan,"7,418",20.7,1%,32 : 68,National United University,"Accounting & Finance,Electrical & Electronic Engineering,Architecture,Mechanical & Aerospace Engineering,Business & Management,Civil Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Chemical Engineering,General Engineering,Computer Science,Art, Performing Arts & Design",False,False,False
16890,1501+,Nizhny Novgorod State Technical University,10.4–18.3,16890,17.6,1414,9.2,1622,6.4,1747,48.9,433,20.0,1690,master_account,0,/world-university-rankings/nizhny-novgorod-state-technical-university,701587,Russian Federation,"7,728",12.0,3%,25 : 75,Nizhny Novgorod State Technical University,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,General Engineering,Mechanical & Aerospace Engineering,Chemistry,Electrical & Electronic Engineering,Communication & Media Studies,Economics & Econometrics,Chemical Engineering",False,False,True
16900,1501+,Nnamdi Azikiwe University,10.4–18.3,16900,16.6,1543,8.3,1746,14.3,1583,37.2,1576,27.6,1364,master_account,0,/world-university-rankings/nnamdi-azikiwe-university,718267,Nigeria,"33,509",15.7,0%,46 : 54,Nnamdi Azikiwe University,"Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Education,Business & Management,Physics & Astronomy,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Civil Engineering,Mathematics & Statistics,Accounting & Finance,General Engineering,Chemistry,Sociology,Architecture,Electrical & Electronic Engineering,Psychology,Economics & Econometrics,Sport Science,Other Health,Law,Geography",False,False,False
16910,1501+,North-Caucasus Federal University,10.4–18.3,16910,22.7,899,9.0,1648,16.5,1516,38.4,1213,29.7,1280,master_account,0,/world-university-rankings/north-caucasus-federal-university,587838,Russian Federation,"17,829",8.2,10%,51 : 49,North-Caucasus Federal University,"Languages, Literature & Linguistics,Electrical & Electronic Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Communication & Media Studies,Education,Psychology,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Geography,Other Health,Chemistry,Art, Performing Arts & Design,Business & Management,Biological Sciences,Computer Science,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Physics & Astronomy,Accounting & Finance,General Engineering,Sociology,Law",False,False,True
